permno,permco,cusip,comnam,namedt,nameenddt,end_date,st_date,siccd,gvkey
76279,10758,57685310,MATRIX SERVICE CO,1990-09-26,2000-07-31,2023-12-29,1990-09-26,1380,023195
89017,41694,G9662910,WILLIS TOWERS WATSON PUB LTD CO,2016-01-05,2022-01-09,2023-12-29,2001-06-12,8742,144009
89006,41680,60920710,KRAFT FOODS INC,2001-06-13,2007-10-18,2023-12-29,2001-06-13,2099,142953
88970,41464,82510710,SHORE BANCSHARES INC,2001-04-09,2023-12-29,2023-12-29,2001-04-09,1310,143153
88937,13422,82932240,SINGING MACHINE CO INC,2001-03-08,2001-12-02,2023-12-29,2001-03-08,5064,030964
88863,41157,30063P10,EXACT SCIENCES CORP,2001-01-31,2023-12-29,2023-12-29,2001-01-31,8731,141277
88860,41154,01625510,ALIGN TECHNOLOGY INC,2001-01-26,2023-12-29,2023-12-29,2001-01-26,3843,141384
88857,27610,98718410,YORK WATER CO,2001-01-16,2023-12-29,2023-12-29,2001-01-16,4941,011657
88841,41062,76122Q10,RESOURCES CONNECTION INC,2007-07-06,2020-04-01,2023-12-29,2000-12-15,8742,141359
88839,41060,41690610,HARVARD BIOSCIENCE INC,2000-12-07,2023-12-29,2023-12-29,2000-12-07,3826,141469
76360,10651,38214087,GOOD TIMES RESTAURANTS INC,1990-06-22,1992-04-05,2023-12-29,1990-06-22,5810,022543
88810,40998,76655960,RIGEL PHARMACEUTICALS INC,2000-11-29,2003-06-24,2023-12-29,2000-11-29,8731,133468
88807,40996,45782B10,NOVATEL WIRELESS INC,2000-11-16,2002-10-28,2023-12-29,2000-11-16,4812,141178
88742,40213,82312B10,SHENANDOAH TELECOM CO,2000-10-23,2002-04-14,2023-12-29,2000-10-23,4813,009664
88664,7864,42628110,HENRY JACK & ASSOC INC,1985-11-20,2000-07-31,2023-12-29,1985-11-20,7370,011811
76392,10512,58988910,MERIT MEDICAL SYSTEMS INC,1990-05-10,2023-12-29,2023-12-29,1990-05-10,3840,021777
88648,39177,87305R10,TTM TECHNOLOGIES INC,2000-09-21,2023-12-29,2023-12-29,2000-09-21,3672,139804
88626,39159,26660550,DURECT CORP,2000-09-28,2022-12-05,2023-12-29,2000-09-28,2834,140044
88620,39154,04537Y20,CIPHERGEN BIOSYSTEMS INC,2000-09-29,2007-08-26,2023-12-29,2000-09-29,8731,140042
88568,38463,84721510,SPARTAN STORES INC,2000-08-02,2014-05-28,2023-12-29,2000-08-02,5140,028762
88546,38443,M7024010,MIND C T I LTD,2000-08-08,2023-12-29,2023-12-29,2000-08-08,7371,138521
88542,38439,51654820,LANTRONIX INC,2000-08-04,2009-12-20,2023-12-29,2000-08-04,3570,138467
88534,38432,45769N10,INNOVATIVE SOLUTIONS & SUPRT INC,2000-08-04,2002-01-01,2023-12-29,2000-08-04,7371,135844
76461,10684,92536C10,WISCONSIN PHARMACAL CO INC,1990-07-19,1995-01-25,2023-12-29,1990-07-19,2830,022817
88526,38425,M2201310,GIGANET LTD,2000-08-04,2000-09-05,2023-12-29,2000-08-04,3663,138501
88518,38418,25400W10,EB2B COMMERCE INC,2000-08-15,2002-01-09,2023-12-29,2000-08-15,7372,009551
88511,38412,23126930,CURIS INC,2000-08-01,2018-05-29,2023-12-29,2000-08-01,2836,138341
88507,38409,M2572210,COMPUGEN LTD,2000-08-11,2023-12-29,2023-12-29,2000-08-11,8731,138781
88504,38406,11679410,BRUKER DALTONICS INC,2000-08-04,2003-07-01,2023-12-29,2000-08-04,3826,138483
88471,37961,74019L60,TRANSGENOMIC INC,2000-07-18,2007-02-21,2023-12-29,2000-07-18,3826,032078
88467,37957,83410S10,SOHU COM LTD,2018-06-01,2023-12-29,2023-12-29,2018-06-01,7379,137611
88462,37952,14817C10,PAIN THERAPEUTICS INC,2000-07-14,2017-05-09,2023-12-29,2000-07-14,2834,137642
88446,37938,45232710,ILLUMINA INC,2000-07-28,2023-12-29,2023-12-29,2000-07-28,3826,138205
76582,10855,25827810,R & B INC,1991-03-12,2006-05-25,2023-12-29,1991-03-12,5010,023753
88439,37932,29362U10,ENTEGRIS INC,2000-07-11,2023-12-29,2023-12-29,2000-07-11,3089,137573
76591,10827,21979810,QUIDEL CORP,1991-02-01,2022-05-26,2023-12-29,1991-02-01,2835,007526
76614,10876,75886F10,REGENERON PHARMACEUTICALS INC,1991-04-02,2023-12-29,2023-12-29,1991-04-02,2830,023812
88427,37923,M2079110,CAMTEK LTD,2000-07-28,2023-12-29,2023-12-29,2000-07-28,3827,133564
88417,37913,05454020,AXCELIS TECHNOLOGIES INC,2000-07-11,2016-06-30,2023-12-29,2000-07-11,3559,137602
88372,16512,91705J20,RADIO ONE INC,2000-06-07,2017-05-07,2023-12-29,2000-06-07,4832,120301
76661,10937,46222210,ISIS PHARMACEUTICALS INC,1991-05-17,2002-02-20,2023-12-29,1991-05-17,2830,024040
88362,37733,64110W10,NETEASE COM INC,2000-06-30,2001-09-03,2023-12-29,2000-06-30,7379,137435
88360,37731,57387410,MARVELL TECHNOLOGY GROUP LTD,2000-06-27,2021-04-20,2023-12-29,2000-06-27,3674,137310
76672,27836,75049110,C C C FRANCHISING CORP,1991-02-26,1992-11-23,2023-12-29,1991-02-26,2830,013071
76686,10959,53222Q10,LIFETIME HOAN CORP,1991-06-05,2005-06-30,2023-12-29,1991-06-05,5070,024099
88352,37727,46120E60,INTUITIVE SURGICAL INC,2000-06-13,2003-06-30,2023-12-29,2000-06-13,3842,136725
88351,37726,45766930,INSMED INC,2000-06-01,2000-07-30,2023-12-29,2000-06-01,2834,136186
76709,10989,45168D10,I D E X X LABORATORIES INC,1991-06-21,2023-12-29,2023-12-29,1991-06-21,2830,024197
88319,37682,92839U20,VISTEON CORP,2000-06-29,2001-02-28,2023-12-29,2000-06-29,5531,136648
88264,37528,76254410,SONUS NETWORKS INC,2000-05-25,2004-08-12,2023-12-29,2000-05-25,3661,135965
88260,37524,72581M30,PIXELWORKS INC,2000-05-19,2008-06-03,2023-12-29,2000-05-19,3674,135044
76736,11023,G0176710,ALKERMES INC,1991-07-16,2011-09-18,2023-12-29,1991-07-16,8730,024302
76744,11042,92532F10,VERTEX PHARMACEUTICALS INC,1991-07-24,2023-12-29,2023-12-29,1991-07-24,2830,024344
76750,11052,61023610,MONRO MUFFLER BRAKE INC,1991-07-30,2017-08-20,2023-12-29,1991-07-30,7530,024350
76752,11050,74331210,PROGRESS SOFTWARE CORP,1991-07-30,2000-07-31,2023-12-29,1991-07-30,7370,024352
88240,37505,00797550,AETERNA LABORTORIES INC,2000-05-10,2004-06-02,2023-12-29,2000-05-10,2834,063562
88208,37489,15117N60,CELSION CORP,2000-05-31,2006-02-27,2023-12-29,2000-05-31,3845,002990
88203,37195,68287N10,VASCO DATA SEC INTL INC,2000-04-07,2018-06-03,2023-12-29,2000-04-07,7373,066686
88195,37188,80067710,SANGAMO BIOSCIENCES INC,2000-04-06,2017-01-08,2023-12-29,2000-04-06,8731,133871
76795,11092,98920710,ZEBRA TECHNOLOGIES CORP,1991-08-15,2000-07-31,2023-12-29,1991-08-15,3570,024405
88183,37177,68019410,OLD POINT FINL CORP,2000-04-25,2006-11-30,2023-12-29,2000-04-25,3570,066313
76798,11099,30230110,EZCORP INC,1991-08-27,2004-05-31,2023-12-29,1991-08-27,5930,024430
76839,11111,63501710,NATIONAL BEVERAGE CORP,1991-09-16,1996-01-14,2023-12-29,1991-09-16,2080,024463
76841,11112,09062X10,I D E C PHARMACEUTICALS CORP,1991-09-17,2003-11-12,2023-12-29,1991-09-17,2830,024468
88182,37176,68218910,SCG HOLDING CORP ON SEMICONDUCTO,2000-04-28,2000-08-09,2023-12-29,2000-04-28,3674,134932
88181,37175,M7516K10,NOVA MEASURING INSTRUMENTS LTD,2000-04-11,2021-07-28,2023-12-29,2000-04-11,3827,133905
88177,37171,81577F20,NEXMED INC,2000-04-26,2010-06-20,2023-12-29,2000-04-26,2834,034709
88174,37168,53814610,LIVEPERSON INC,2000-04-07,2000-07-31,2023-12-29,2000-04-07,7379,133869
76856,10905,33768G10,FIRST CASH INC,1991-06-10,1999-01-21,2023-12-29,1991-06-10,5930,024157
88173,37167,52887230,LEXICON GENETICS INC,2000-04-07,2007-04-26,2023-12-29,2000-04-07,8731,133868
76868,10817,00036020,AAON INC,1991-01-03,1993-09-15,2023-12-29,1991-01-03,3580,021542
76869,11029,00674340,ADDVANTAGE MEDIA GROUP INC,1991-08-27,1993-04-21,2023-12-29,1991-08-27,7310,024428
88167,37161,42222N10,HEALTHSTREAM INC,2000-04-11,2023-12-29,2023-12-29,2000-04-11,8299,133766
88159,37154,30161Q10,EXELIXIS INC,2000-04-11,2023-12-29,2023-12-29,2000-04-11,8731,133885
88031,7902,61174X10,FIRST STOP PROFESSIONAL SVCS,1985-12-06,1988-02-28,2023-12-29,1985-12-06,8080,011831
76927,11011,85924110,HALLWOOD HOLDINGS INC,1991-07-31,1991-08-07,2023-12-29,1991-08-08,5010,005559
76928,10836,79957L10,I N A V TRAVEL CORP,1991-03-08,1992-08-17,2023-12-29,1991-03-08,4720,023623
87825,18348,G9310A12,UTSTARCOM INC,2000-03-03,2011-06-26,2023-12-29,2000-03-03,3660,132525
76934,10993,45765Y20,INSIGNIA SYSTEMS INC,1991-06-25,2002-06-02,2023-12-29,1991-06-25,5190,024204
87812,18455,82691910,SILICON LABORATORIES INC,2000-03-24,2023-12-29,2023-12-29,2000-03-24,3670,133288
87759,18404,88080T10,CHROMALINE CORP,2000-03-13,2002-12-15,2023-12-29,2000-03-13,3860,017890
76948,11100,55916610,MAGIC SOFTWARE ENTERPRISES LTD,1991-08-28,1999-04-11,2023-12-29,1991-08-28,7370,025367
87753,17489,91731310,BILLSERV COM INC,2000-08-01,2001-06-17,2023-12-29,2000-03-13,7372,116209
87656,36949,00289Y20,ACCESS PHARMACEUTICALS INC,2000-03-30,2006-01-31,2023-12-29,2000-03-30,8731,012713
76963,11101,11408220,N T N COMMUNICATIONS INC,1991-08-29,1992-10-15,2023-12-29,1991-08-29,4840,021232
87608,18009,Y2711Y11,GIGAMEDIA LTD,2000-02-18,2015-12-15,2023-12-29,2000-02-18,7370,130498
87589,17970,07401410,BEASLEY BROADCAST GROUP INC,2000-02-11,2023-12-29,2023-12-29,2000-02-11,4830,129823
87583,17936,00847G70,ANTIGENICS INC DEL,2000-02-04,2011-01-05,2023-12-29,2000-02-04,2830,129466
87533,20454,75540820,READING INTERNATIONAL INC,2006-06-30,2009-08-03,2023-12-29,2000-01-05,5731,031629
87532,20454,75540810,READING INTERNATIONAL INC,2006-06-30,2009-08-03,2023-12-29,2000-01-05,5731,031629
87508,17664,64115A40,NETSOL INTERNATIONAL INC,1999-12-23,2002-05-08,2023-12-29,1999-12-23,7370,107446
87487,17502,08892910,ESPEED INC,1999-12-10,2001-09-16,2023-12-29,1999-12-10,7370,127377
87439,36373,45817G20,INTELLI CHECK INC,1999-11-19,2008-03-17,2023-12-29,1999-11-19,7372,126020
87430,17314,50077B20,WIRELESS FACILITIES INC,1999-11-05,2000-07-31,2023-12-29,1999-11-05,7380,126056
87404,17399,22655210,NETGATEWAY INC,1999-11-18,2001-01-09,2023-12-29,1999-11-18,7370,111629
87394,17346,45252110,IMMERSION CORP,1999-11-12,2023-12-29,2023-12-29,1999-11-12,3570,126318
77037,11161,67958010,OLD DOMINION FREIGHT LINE INC,1991-10-24,2023-12-29,2023-12-29,1991-10-24,4210,024617
87364,17202,74837P40,QUICKLOGIC CORP,1999-10-15,2019-12-23,2023-12-29,1999-10-15,3670,065036
87344,17206,82655M10,SATYAM INFOWAY LTD,1999-10-19,2002-09-23,2023-12-29,1999-10-19,7370,125239
77090,11204,00215F10,ATLANTIC TELE NETWORK INC,1991-11-14,1997-03-23,2023-12-29,1991-11-14,4810,024708
87337,17303,72919P20,PLUG POWER INC,1999-10-29,2011-05-19,2023-12-29,1999-10-29,3620,125604
87321,17298,36269P10,GAIAM INC,1999-10-29,2008-10-23,2023-12-29,1999-10-29,5960,125601
87299,17300,00971T10,AKAMAI TECHNOLOGIES INC,1999-10-29,2000-07-31,2023-12-29,1999-10-29,7380,125595
87251,17163,M8187310,RADWARE LTD,1999-09-30,2023-12-29,2023-12-29,1999-09-30,3570,125074
77165,11238,80042210,SANFILIPPO JOHN B & SON,1991-12-04,2000-07-31,2023-12-29,1991-12-04,5140,024755
87227,17135,28225C80,EGAIN COMMUNICATIONS CORP,1999-09-23,2000-07-31,2023-12-29,1999-09-23,7380,124036
77175,11248,03011120,AMERICAN SUPERCONDUCTOR CORP,1991-12-12,2015-03-24,2023-12-29,1991-12-12,3670,024795
77178,11253,74752510,QUALCOMM INC,1991-12-13,2006-07-20,2023-12-29,1991-12-13,3660,024800
87198,16779,01877R10,ALLIANCE RESOURCE PARTNERS,1999-08-17,2023-12-29,2023-12-29,1999-08-17,1220,122915
87179,16758,64115T10,NETSCOUT SYSTEMS INC,1999-08-12,2023-12-29,2023-12-29,1999-08-12,7370,122902
77191,4589,88162G10,TETRA TECH INC NEW,1991-12-17,2000-12-17,2023-12-29,1991-12-17,8710,024783
77202,11186,47089W10,APPLIANCE RECYCLING CTRS AMR INC,1991-11-07,1997-02-23,2023-12-29,1991-11-07,5090,024660
87162,16695,68243Q10,1 800 FLOWERS COM INC,1999-08-03,2023-12-29,2023-12-29,1999-08-03,5990,122519
87121,16631,79409310,SALEM COMMUNICATIONS CORP,1999-07-01,2015-02-23,2023-12-29,1999-07-01,4830,121817
87086,16678,71375U10,PERFICIENT INC,1999-07-29,2023-12-29,2023-12-29,1999-07-29,7370,122394
87078,16666,01988P10,ALLSCRIPTS INC,1999-07-23,2000-07-31,2023-12-29,1999-07-23,5120,122255
87077,16641,29255410,M C M CAPITAL GROUP INC,1999-07-09,2000-08-23,2023-12-29,1999-07-09,7380,121815
87075,16665,48123V10,JFAX COM INC,1999-07-23,2000-08-13,2023-12-29,1999-07-23,4820,122172
77263,11283,74029440,PRECISION OPTICS CORP INC,1992-01-16,2003-01-28,2023-12-29,1992-01-16,3830,024842
87056,16668,09061G10,BIOMARIN PHARMACEUTICAL INC,1999-07-23,2023-12-29,2023-12-29,1999-07-23,2830,122257
87055,7882,22160K10,COSTCO WHOLESALE CORP,1985-11-27,1993-10-21,2023-12-29,1985-11-27,5310,011814
87053,16636,36872P10,AMERICAN TECHNOLOGY CORP,1999-07-07,2010-03-24,2023-12-29,1999-07-07,3650,022373
87043,5722,74790650,QUANTUM CORP,1999-08-04,2006-11-14,2023-12-29,1999-08-04,3572,008867
87016,16622,73931J10,I D SYSTEMS INC,1999-06-30,2002-04-30,2023-12-29,1999-06-30,3660,121759
77274,11300,37555810,GILEAD SCIENCES INC,1992-01-22,2023-12-29,2023-12-29,1992-01-22,2830,024856
87006,16587,91307C10,UNITED THERAPEUTICS CORP,1999-06-17,2023-12-29,2023-12-29,1999-06-17,2830,121440
86996,16584,78410G10,S B A COMMUNICATIONS CORP,1999-06-16,2017-01-16,2023-12-29,1999-06-16,4890,121382
86990,16581,39037G10,PHONE COM INC,1999-06-11,2000-11-19,2023-12-29,1999-06-11,3660,121257
86964,16561,31561610,F 5 NETWORKS INC,1999-06-04,2001-07-01,2023-12-29,1999-06-04,3570,121077
86929,16560,M1534210,AUDIOCODES LTD,1999-05-28,2023-12-29,2023-12-29,1999-05-28,3663,120860
86916,16512,91705J10,RADIO ONE INC,1999-05-06,2017-05-07,2023-12-29,1999-05-06,4832,120301
86887,16526,56280310,D A G MEDIA INC,1999-05-13,2008-07-23,2023-12-29,1999-05-13,2740,120456
77338,11344,77669610,ROPER INDUSTRIES INC NEW,1992-02-13,1996-10-31,2023-12-29,1992-02-13,3560,024925
77354,11358,80706610,SCHOLASTIC CORP,1992-02-25,2023-12-29,2023-12-29,1992-02-25,2730,009466
86827,16492,42281910,HEIDRICK & STRUGGLES INTL INC,1999-04-27,2023-12-29,2023-12-29,1999-04-27,7360,120048
77357,11361,87160710,SYNOPSYS INC,1992-02-26,2023-12-29,2023-12-29,1992-02-26,7370,024975
86822,16466,30226D10,EXTREME NETWORKS INC,1999-04-09,2023-12-29,2023-12-29,1999-04-09,3570,119574
86812,16473,85236P10,AMERICAN ACCESS TECHNOLOGIES INC,1999-04-13,2004-08-01,2023-12-29,1999-04-13,3660,035530
86783,16454,09857L10,PRICELINE COM INC,1999-03-30,2003-06-15,2023-12-29,1999-03-30,4510,119314
86778,16455,55306N10,M K S INSTRUMENTS INC,1999-03-30,2023-12-29,2023-12-29,1999-03-30,3820,119275
86728,16415,56377120,MANNATECH INC,1999-02-16,2012-01-16,2023-12-29,1999-02-16,2830,112968
86581,16372,48669G10,NOVOGEN LTD,1999-01-07,1999-04-14,2023-12-29,1999-01-07,2830,117116
86580,16382,67066G10,NVIDIA CORP,1999-01-22,2023-12-29,2023-12-29,1999-01-22,3670,117768
86578,16368,38101310,LAKES GAMING INC,1999-01-04,2002-06-10,2023-12-29,1999-01-04,7990,117036
86572,16384,24990610,DESCARTES SYSTEMS GROUP INC,1999-01-27,1999-02-07,2023-12-29,1999-01-27,7370,066326
77437,11432,59503A20,CYTOTHERAPEUTICS INC,1992-03-25,2000-05-24,2023-12-29,1992-03-25,2830,025095
86536,16357,15713L10,TITAN MOTORCYCLE CO OF AMERICA,1998-12-21,1998-12-21,2023-12-29,1998-12-21,3750,026809
86489,16332,83125X10,SELECT COMFORT CORP,1998-12-04,2000-01-09,2023-12-29,1998-12-04,2510,116504
86474,6992,74955210,CELLTRONICS INC,1985-03-26,1987-04-19,2023-12-29,1985-03-26,3661,002829
86444,34949,45773H20,GENETRONICS BIOMEDICAL LTD,1998-12-08,2001-01-31,2023-12-29,1998-12-08,3714,066697
77447,11440,44930G10,I C U MEDICAL INC,1992-03-31,2023-12-29,2023-12-29,1992-03-31,3840,025110
86356,16285,27864210,EBAY INC,1998-09-24,2007-08-02,2023-12-29,1998-09-24,7380,114524
86290,7721,12660110,C V D EQUIPMENT CORP,1985-09-04,1986-03-31,2023-12-29,1985-09-04,9511,002581
77453,25865,46636710,FOODMAKER INC,1992-03-05,1999-10-03,2023-12-29,1992-03-05,5812,013092
86288,16188,22160N10,REALTY INFORMATION GROUP INC,1998-07-01,1999-08-01,2023-12-29,1998-07-01,7370,112111
77488,29468,66580910,NORTHERN INSTRUMENTS CORP,1992-03-27,1993-05-02,2023-12-29,1992-03-27,2899,019209
77505,11455,04649U10,VIDEOTELECOM CORP,1992-04-07,1993-07-22,2023-12-29,1992-04-07,3660,025138
86242,6653,07734730,BEL FUSE INC,1998-07-10,2023-12-29,2023-12-29,1998-07-10,3670,002124
77515,11469,50060010,KOPIN CORP,1992-04-15,2023-12-29,2023-12-29,1992-04-15,3670,025166
86211,16149,59497240,MICROSTRATEGY INC,1998-06-11,2002-07-30,2023-12-29,1998-06-11,7370,111534
77569,11401,03835T30,R M L MEDICAL LABORATORIES INC,1992-03-16,1992-08-24,2023-12-29,1992-03-16,2830,025750
86165,16147,02151310,FIRST PRIORITY GROUP INC,1998-06-11,2000-11-01,2023-12-29,1998-06-11,8741,021598
86158,16167,19244610,COGNIZANT TECHNOLOGY SOLS CORP,1998-06-19,2023-12-29,2023-12-29,1998-06-19,7370,111864
77595,11512,03937C10,ARKANSAS BEST CORP DEL,1992-07-01,2014-04-30,2023-12-29,1992-05-13,4210,001743
86144,34808,G0260210,AMDOCS LTD,1998-06-19,2013-12-19,2023-12-29,1998-06-19,7371,111880
86122,34783,29330620,INDUSTRIAL DATA SYSTEMS CORP,1998-06-16,2001-02-28,2023-12-29,1998-06-16,7372,061971
86092,16127,18270P10,S Q L FINANCIALS INTER INC,1998-05-27,1998-09-01,2023-12-29,1998-05-27,7370,110962
77610,11522,91347P10,ENZYMATICS INC,1992-05-14,1994-05-08,2023-12-29,1992-05-14,3820,025274
77624,11537,46121E20,OPTICAL DATA SYSTEMS INC,1992-05-21,1997-04-24,2023-12-29,1992-05-21,3570,025302
86072,16109,G4705A10,ICON PLC NEW,2013-02-04,2023-12-29,2023-12-29,2013-02-04,8713,110620
86051,16121,00246W10,AMERICAN XTAL TECHNOLOGY INC,1998-05-21,2000-08-21,2023-12-29,1998-05-21,3670,110760
86048,16130,40460910,ANSWERTHINK CONSULTING GROUP INC,1998-05-28,2000-06-19,2023-12-29,1998-05-28,8740,111000
86047,16080,03165210,AMKOR TECHNOLOGY INC,1998-05-01,2023-12-29,2023-12-29,1998-05-01,3674,110039
86026,34751,45768S10,OCTEL CORP,1998-05-26,2006-01-31,2023-12-29,1998-05-26,2819,110566
85992,16065,56275010,MANHATTAN ASSOCIATES INC,1998-04-23,2023-12-29,2023-12-29,1998-04-23,7370,109826
85972,16066,12618T10,CHARLES RIVER ASSOC INC,1998-04-24,2005-05-15,2023-12-29,1998-04-24,8780,109919
85913,30005,57190320,MARRIOTT INTERNATIONAL INC NEW,1998-03-30,2013-10-20,2023-12-29,1998-03-30,7011,028930
85889,15995,86887310,SURMODICS INC,1998-03-04,2006-12-21,2023-12-29,1998-03-04,2890,066588
85886,15994,69318J10,PC CONNECTION INC,1998-03-03,2016-09-07,2023-12-29,1998-03-03,5960,066586
77699,11591,35952H60,ENERGY RESEARCH CORP NY,1992-06-25,1997-02-25,2023-12-29,1992-06-25,3690,025430
85863,16029,19851610,COLUMBIA SPORTSWEAR CO,1998-03-27,2023-12-29,2023-12-29,1998-03-27,5130,105936
77702,11592,85524410,STARBUCKS CORP,1992-06-26,1999-06-30,2023-12-29,1992-06-26,5490,025434
85768,34633,44951W10,INTEGRATED ELECTRICAL SRVCS INC,1998-01-27,2002-04-22,2023-12-29,1998-01-27,1731,066371
85753,15940,92343E10,VERISIGN INC,1998-01-30,2000-07-31,2023-12-29,1998-01-30,7370,066368
77735,11530,59151K10,METHANEX CORP,1992-05-19,1999-04-04,2023-12-29,1992-05-19,2860,013971
85744,15928,77437430,ROCKWELL MEDICAL TECH INC,1998-01-27,2012-06-28,2023-12-29,1998-01-27,3840,066366
85738,15939,58937810,MERCURY COMPUTER SYSTEMS,1998-01-30,2012-11-12,2023-12-29,1998-01-30,3670,066393
85726,15916,24869P10,ADVANTICA RESTAURANT GROUP INC,1998-01-12,2001-01-08,2023-12-29,1998-01-12,5810,019398
85724,15934,71363P10,CAREER EDUCATION CORP,1998-01-29,2002-06-02,2023-12-29,1998-01-29,4200,066379
85710,15890,73927610,POWER INTEGRATIONS INC,1997-12-12,2006-08-01,2023-12-29,1997-12-12,3670,066032
77780,11617,15352710,CENTRAL GARDEN & PET CO,1993-07-15,2023-12-29,2023-12-29,1993-07-15,5199,025536
77785,11621,29256210,ENCORE WIRE CORP,1992-07-16,2023-12-29,2023-12-29,1992-07-16,3350,025572
85686,15802,04546C20,DEPOMED INC,1997-12-03,1998-11-08,2023-12-29,1997-12-03,8730,065944
77790,11600,86316720,F M PROPERTIES INC,1992-07-22,1998-05-17,2023-12-29,1992-07-22,1310,025462
85631,7623,05276910,AUTODESK INC,1985-06-28,1996-04-30,2023-12-29,1985-06-28,7379,001878
85586,7914,04071210,ARK RESTAURANTS CORP,1985-12-12,1987-04-01,2023-12-29,1985-12-12,5812,011872
85570,7556,12753720,ARIDTECH INC,1985-05-23,1986-03-31,2023-12-29,1985-05-23,4971,012964
85567,15841,37364X10,OYO GEOSPACE CORP,1997-11-21,2012-09-30,2023-12-29,1997-11-21,3820,065896
85540,15800,98873Q10,C T I INDUSTRIES CORP,1997-11-05,1999-11-04,2023-12-29,1997-11-05,3970,065765
85539,15826,15976510,C3 INC,1997-11-14,2000-05-25,2023-12-29,1997-11-14,3910,065850
85526,15849,45783Q10,BIOANALYTICAL SYSTEMS INC,1997-11-25,2021-03-21,2023-12-29,1997-11-25,3810,065905
77902,11706,16307210,CHEESECAKE FACTORY INC,1992-09-18,2023-12-29,2023-12-29,1992-09-18,5810,025737
77918,11709,53700810,LITTELFUSE INC,1992-09-22,2023-12-29,2023-12-29,1992-09-22,3670,025747
85502,15745,45170X20,S C M MICROSYSTEMS,1997-10-07,2010-01-14,2023-12-29,1997-10-07,3570,065552
85488,15739,67104410,O S I SYSTEMS INC,1997-10-02,2010-03-10,2023-12-29,1997-10-02,3820,065607
85467,15765,34641410,FORMULA SYSTEMS LTD,1997-10-20,2023-12-29,2023-12-29,1997-10-20,7370,206211
85464,15783,14744810,CASELLA WASTE SYSTEMS INC,1997-10-29,2023-12-29,2023-12-29,1997-10-29,4950,065702
85459,15758,12541W20,CH ROBINSON WORLDWIDE INC,1997-10-15,2005-10-16,2023-12-29,1997-10-15,4730,065609
85401,15686,82691710,S I G A PHARMACEUTICALS INC,1997-09-09,2000-02-03,2023-12-29,1997-09-09,2830,065376
85399,15711,00175J10,RETROSPETTIVA INC,1997-09-24,2001-01-25,2023-12-29,1997-09-24,2330,036153
85397,15708,M8186511,RADCOM LTD,1997-09-24,1999-04-04,2023-12-29,1997-09-24,3570,065460
85394,15678,74151110,PRICESMART INC,1997-09-02,2023-12-29,2023-12-29,1997-09-02,5900,065343
78002,11755,89643830,TRINITY BIOTECH PLC,1992-10-21,1994-10-23,2023-12-29,1992-10-21,2830,025850
78003,11758,92534K10,VOICE POWERED TECH INTL INC,1992-10-21,1997-04-08,2023-12-29,1992-10-21,3650,025851
85390,15697,16890510,CHILDRENS PLACE RTL STORES INC,1997-09-19,2008-10-09,2023-12-29,1997-09-19,5640,065430
85377,15683,45669620,INFORMATION ANALYSIS INC,1997-09-08,1999-07-27,2023-12-29,1997-09-08,7370,021663
85372,15692,31164210,FARO TECHNOLOGIES INC,1997-09-18,2023-12-29,2023-12-29,1997-09-18,3820,065421
78034,11778,70339510,PATTERSON DENTAL CO,1992-10-28,2004-06-30,2023-12-29,1992-10-28,5990,025880
85293,15638,00211Y50,HYSEQ INC,1997-08-08,1999-06-30,2023-12-29,1997-08-08,3860,065243
78071,11801,09091170,LASER MEDICAL TECHNOLOGY INC,1992-11-12,1994-02-14,2023-12-29,1992-11-12,3840,023291
85285,15626,26831110,EDAP T M S S A,1997-08-01,2001-12-02,2023-12-29,1997-08-01,3840,065189
78081,11806,53220K50,LIGAND PHARMACEUTICALS INC,1992-11-18,1994-11-24,2023-12-29,1992-11-18,2830,025937
85272,15658,00760J10,AEHR TEST SYSTEMS,1997-08-15,2006-09-21,2023-12-29,1997-08-15,3820,065286
78091,11807,40251W40,DIVERSIFAX INC,1992-11-18,1998-10-29,2023-12-29,1992-11-18,4810,025935
85205,15580,74345W10,QUIGLEY CORP,1997-07-07,2006-09-07,2023-12-29,1997-07-07,2830,031418
85177,15567,28291410,8X8 INC,1997-07-02,2000-04-03,2023-12-29,1997-07-02,3670,065021
85176,15568,23337740,D X P ENTERPRISES INC,1997-07-02,1998-07-19,2023-12-29,1997-07-02,5080,064223
85040,15534,82921410,SIMULATIONS PLUS INC,1997-06-18,1999-07-05,2023-12-29,1997-06-18,7370,064929
85035,15506,74736K10,R F MICRO DEVICES INC,1997-06-03,2015-01-01,2023-12-29,1997-06-03,3670,064853
85002,15507,80360710,ANTIVIRALS INC,1997-06-04,1998-09-21,2023-12-29,1997-06-04,2830,064857
